Teacher Name,Department + Class,Rating,Comment,Rating ID
Lees-McRae College - Michael Joslin JOURNALISM,JOURNALISM Humanities,5,No Comments,UmF0aW5nLTEwODA0MDY2
Lees-McRae College - Michael Joslin ENG421,ENG421 Humanities,3,"Expects a lot of you, tough class. Dr. Joslin is nice enough if you take the time to speak with him, and will help you whenever you need it.",UmF0aW5nLTIyMzk1NzAz
Lees-McRae College - Michael Joslin LIT240,LIT240 Humanities,1,"Lessons are backward for complicated readings, he simplifies lesson and readings AFTER he has you read the long assignment and mas you take a quiz which ""are supposed to help your grade"". Many friends express concern and confusion upon their struggle to understand readings.",UmF0aW5nLTI3ODUyNTYx
Lees-McRae College - Michael Joslin LIT240,LIT240 Humanities,5,"He's a really good professor. I suppose many students would find him somewhat difficult, but he teaches you a great deal. He doesn't change his method of teaching to fit the class, which is both a strength and a weakness. Definitely one of the best professors at LMC.",UmF0aW5nLTE2MzYxODU0
Allied American University - Mary Dereshiwsky BUS210,BUS210 Mathematics,5,"I wish I got a hard text with this course.  Otherwise, I wish I had access to practice questions that would have helped.  Many questions in statistics can be answered via programs.  None were given by the school.  However, my instructor was great!  YouTube videos saved me in this course.",UmF0aW5nLTE5ODU3NDI3
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SP001,SP001 Languages,5,"Excellent instructor, kept the class engaging and fun.",UmF0aW5nLTE4Njc3MjUy
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPANISH,SPANISH Languages,1,"This teacher is  train wreck!  She has no clue what she is teaching.  Disorganized, lethargic, poorly preped---I can't believe the UW syastem has her on staff.  Egads!  She is awful.  What a waste of time and tuition.",UmF0aW5nLTEyMDQ4NDg1
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPANISH,SPANISH Languages,1,This instructor is useless.  She knows nothing aboout the Spanish language or teaching it.  What a waste of my time and money.,UmF0aW5nLTEyMDIzNTQ5
University of Wisconsin - Fond du Lac - Anita Klatkiewicz INTROSPAN,INTROSPAN Languages,1,She is a terrible teacher and I am very unsatisfied with the quality of the course.,UmF0aW5nLTEzNDAxNjk3
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPA101,SPA101 Languages,5,Excellent Professor.,UmF0aW5nLTE0ODAxNjE4
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPANISH,SPANISH Languages,1,"Where do I begin&#63;  I learned more in middle school Spanish than I did from this instructor.   She is so poorly prepared for class.   No energy.  Her accent is so bad, she seems like a person mocking smeone with a bad Spanish accent.",UmF0aW5nLTEyMDczNjI1
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPANISH,SPANISH Languages,1,A wasted semester.  I want my money back! I want my 14 weeks back!   I could have taught this class better than she did.  She is vey disorganized and has little knowledge of the subject matter.,UmF0aW5nLTEyMTE0MTYx
University of Wisconsin - Fond du Lac - Anita Klatkiewicz SPAII,SPAII Languages,1,"Worst teacher in the world this women should not be teaching! She is never prepared and i didnt learn a single thing waste of fricken money, now she is teaching at a new university this women should NEVER be in the front of a classroom ever again!",UmF0aW5nLTE2Nzg1MDA1
University of Delaware - Julio Carrion POSC450,POSC450 Political Science,5,I love love love this class! Very interesting and engaging. Professor Carrion is challenging but casual and friendly. He is a very smart man and does an incredible job of explaining different topics. I do not have a single complaint about him or the class and I definitely would recommend him to other students.,UmF0aW5nLTEzNTQxOTE0
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,5,Excellent professor. Highly recommend his course. Very knowledgeable and friendly.,UmF0aW5nLTE5NDU5Njk2
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,5,"Dr. Carrion is amazing. He is so funny, passionate and knowledgeable about everything. It's really important to do the readings in order to do well on the exams, but I sort of did them and pulled off a B+. His class wasn't a joke but it was really interesting and enjoyable. I highly recommend him and this class!",UmF0aW5nLTI3Nzk0MjIx
University of Delaware - Julio Carrion POSC100,POSC100 Political Science,5,"great teacher, always willing to help, funny and smart",UmF0aW5nLTQ0NTI1MA==
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,5,"Mi estimado CarriÃ³n, always be looking out for you. I love his class. I would definitely take his class if I could. Very clear: 4  short essays, 2 exams and 1 take home (12-15 page paper).",UmF0aW5nLTI3NjAxMTg2
University of Delaware - Julio Carrion POSC450,POSC450 Political Science,5,"Four 4-5 page reflection papers, two all written exams, one group speech project and one final take home 10-12 page essay. There's a fair amount of writing in the class, but it isn't terrible because he's not a super tough grader. You have to put in work in the class, but show an interest, work hard and you can get an A.",UmF0aW5nLTI5MTc0NzY3
University of Delaware - Julio Carrion POSC100,POSC100 Political Science,4,Nice guy..funny..he goes over tests after TA grades and makes them better,UmF0aW5nLTQxMDI0Mg==
University of Delaware - Julio Carrion POSC450,POSC450 Political Science,4,"Two tests and a final paper. He gives out study guides for the tests, but not only a few days ahead of time, so there isn't much time to do them. He uses the same questions from the study guides on the tests. He seems to know everything about Latin America.  Would definitely recommend a class with him.",UmF0aW5nLTE1MDM3MTM2
University of Delaware - Julio Carrion POSC300,POSC300 Political Science,2,"The whole class is Dr. Carrion reading off of slides that are word for word from the textbook. The TA was super unhelpful and could not correctly answer questions with problems in lab. The lab portion was a waste of time, only one or two concepts from lab was applicable for the final paper.",UmF0aW5nLTI3ODU4MTUw
University of Delaware - Julio Carrion POSC100,POSC100 Political Science,3,Write your opinion and views on the test.. understanding over memorizatiion,UmF0aW5nLTUzODAxMA==
University of Delaware - Julio Carrion POSC,POSC Political Science,4,How does he not have a chili pepper yet&#63; He's so cute!,UmF0aW5nLTM5MjQ0MjA=
University of Delaware - Julio Carrion POSC100,POSC100 Political Science,4,"nicest guy ever. very funny/nerdy. go to class, he's helpful and really sweet!",UmF0aW5nLTUzMzk0Nw==
University of Delaware - Julio Carrion POSC450,POSC450 Political Science,5,"Great professor, very smart and incredibly helpful.  Fair grader, you will learn so much.",UmF0aW5nLTgxOTQ4MA==
University of Delaware - Julio Carrion 100,100 Political Science,5,Julio is THE MAN-study guides are right on target. hes so cute too!,UmF0aW5nLTM5MTk2OA==
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,5,"Highly recommended. Great professor who cares about his students. 2 exams, take home final, and 4 easy short response essays. There is a fair amount of reading and material, but it's straightforward.",UmF0aW5nLTI3MzAxMTg4
University of Delaware - Julio Carrion POSC270,POSC270 Political Science,4,"Great teacher, makes things easy to understand. Really important to go to his exam reviews, they help so much if you have missed a class or two.",UmF0aW5nLTM1NTI0MTkz
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,4,"Two exams and one final paper are all that is needed for this class. You can show up to class, but as long as you read the assigned papers a week before the exam, you should be fine in this class.",UmF0aW5nLTI1Nzk0OTc1
University of Delaware - Julio Carrion HIST102,HIST102 Political Science,5,If he's as good at barbecue as his son is then this guy is legit!!!!!!! Also adorable!!!!,UmF0aW5nLTIzNDIzMDU0
University of Delaware - Julio Carrion POSC300,POSC300 Political Science,2,"Only took this class since it was required for all Political Science majors, but it has no actual politics discussed. He gives weekly hw assignments and three or four tests, all written no multiple choice. Plus you have to learn to program SPSS and write a 14 page on it. Did not enjoy but got through it. Said he'd curve the class but never did...",UmF0aW5nLTI3NjE3MDU0
University of Delaware - Julio Carrion POSC426,POSC426 Political Science,5,Great teacher.  Helpful,UmF0aW5nLTE2NzYwMTI=
University of Delaware - David Smith BISC403,BISC403 Science,5,The best professor by far! He knows his stuff & is very passionate about Genetics. He really wants you to learn. Exams are tough!! Not an easy class but he makes an 8am class very exciting every time. He does NOT curve!! I learned a lot in this class. Make sure you do the assigned homework questions. Do practice exam. He is always ready to help!,UmF0aW5nLTE2NzgxMjc0
University of Delaware - David Smith BISC300,BISC300 Science,5,"Dr. Smith is somehow able to take an 8am class about bacteria and make it interesting enough to stay awake for! His lectures are very interesting, and he is very easy to find outside of class if you have questions. Exams are tough, but he gives you old exams to practice off of.",UmF0aW5nLTE2ODgwODk4
University of Delaware - David Smith BISC403,BISC403 Science,2,"I was excited for this class, but the first few months were dedicated to punnett squares and simple mathematical calculation. Then suddenly everything became route memorization. Tough. Note: Do not do the difficult book problems he assigns for the first exam. There will generally only be easy ones on it. -READ THE BOOK-STUDY OLD EXAMS LIKE WOAH-",UmF0aW5nLTE2Nzk1ODgw
University of Delaware - David Smith BISC300,BISC300 Science,5,"i had him for genetics, micro, and bacterial evolution and he is by far my favorite prof here. very personable and knowledgeable. excellent at teaching the material. must study, go to class, and read tho to get a good grade",UmF0aW5nLTEzNzIyMDI1
University of Delaware - David Smith BISC403,BISC403 Science,5,Amazing professor. Never fell asleep for a lecture - presents material very well. Difficult class (all BISC classes 400+ are) unless you keep up with the readings and go to his office hours. Beware the 1st Exam in Genetics - use the practice exams he gives you. You WILL learn Genetics in this class.,UmF0aW5nLTEzNzQ4NjE0
University of Delaware - David Smith BISC300,BISC300 Science,5,"Dr. Smith is extremely knowledgeable and enthusiastic about his area of study and it clearly shows in his teaching. The material is challenging, but you should do okay if you pay attention and take good notes. The lab section of this class is horrendous, but you just have to grit your teeth and do it. Smith makes 8am class not entirely terrible.",UmF0aW5nLTE4NjE3Mjk3
University of Delaware - David Smith BISC401,BISC401 Science,5,"BEST professor in the Bio department, Its a challenging class, but all 400 level bio classes are, if you do the work, he's more than happy to help you. GO TO STUDY SESSIONS, make sure you study the old exams he gives you a week before the test, they help A LOT. Overall, a hard class but worth it and there is no better professor to take it with.",UmF0aW5nLTEzNzA3MTc0
University of Delaware - David Smith BISC403,BISC403 Science,4,"Liked him so much for 300 I took him again! Wants his students to do well, holds study sessions @library the night before exams. Gets along with students and is very helpful to them. Enthusiastic about what he teaches, tests are very fair, easy to do well if you study. Will clarify anything you ask. Good teacher, smart prof, great guy.",UmF0aW5nLTE3ODg0NDc2
University of Delaware - David Smith BISC403,BISC403 Science,4,"Take really good notes in this class, the exams come right out of lectures. Also, study the old test really well (understand all the questions). Overall, he explains things well and is willing to help you. Not too hard of a class, but make sure you study and UNDERSTAND concepts. Read over the assigned readings, it may help clear up some concepts.",UmF0aW5nLTE4NjQ2Mzgz
University of Delaware - David Smith BISC403,BISC403 Science,5,"Dr. Smith is very enthusiastic and knowledgeable about genetics. However, is exams are very tough. Be sure to thoroughly understand his notes and previous exams.",UmF0aW5nLTE5Mjk3ODQz
University of Delaware - David Smith BISC403,BISC403 Science,5,"The man came off very distant, cranky, and rude. Can recall when he actually kicked me out of his office for asking too many question.  Regardless, the guy is still the best BISC403 prof in UD. His lectures are typically clear, and his exams are hard but doable if you put in time with notes, the book, and the practice exams. Scored a B. So can you.",UmF0aW5nLTE5NTgxODU5
University of Delaware - David Smith BISC300,BISC300 Science,5,"Very interesting lectures, I didn't fall asleep once and I had him for an 8am. Knows what he teaches and makes it interesting by default somehow. Very easy to want to learn in his class, highly recommended.",UmF0aW5nLTE1ODcwMDM0
University of Delaware - David Smith BISC645,BISC645 Science,5,"Great class, except the middle third on taxonomy which is very tedious. Not as hard as in micro and genetics. 3 tests, all essays, based on lectures and assigned articles. Most of the class got A's and B's. Take it if you wanna learn something different and interesting and not the usual classical stuff",UmF0aW5nLTEzODQwODI4
University of Delaware - David Smith BISC403,BISC403 Science,5,"TAKE SMITH!!! This class is a difficult class, but an A is possible. Dr. Smith is extremely helpful and for an 8 AM keeps everyone wide awake. One of the best biology teachers I've ever had I recommend him!! Take Notes on everything, study practice exams, read book and you will get a A or B",UmF0aW5nLTE5Mzk2Njgy
University of Delaware - David Smith BISC300,BISC300 Science,5,"Dr. Smith is very passionate about what he teaches and usually willing to help. Make sure you go to class and take good notes because tests come straight form the notes. You won't even need to read the book. He is very good at explaining things so that they make sense too. If you have to take this class, definitely take it with Smith!",UmF0aW5nLTE4NjYwMjIy
University of Delaware - David Smith BISC403,BISC403 Science,5,"Great professor, he's been teaching for over 30 years. He really knows the subject material, but carefully emphasizes the important information. He makes sure his instruction is very clear, because the subject can get pretty murky. He's great to talk to and he makes himself very available for help, especially right before exams.",UmF0aW5nLTE2NTAwODAx
University of Delaware - David Smith BISC403,BISC403 Science,4,"I had heard that this class was hard, but it is very easy. If you know how to read, you will do well. If you do not know how to read, you will do well.",UmF0aW5nLTE4NjQ1MzI0
University of Delaware - David Smith BISC300,BISC300 Science,4,"tough class, no curve. i feel that he is prob good to have for multiple classes, but i just took him for micro and found him difficult and uncomfortably approachable. def study old tests and know concepts. lectures are good...if you can stay awake",UmF0aW5nLTE2MDQ1Mzgz
University of Delaware - David Smith BISC300,BISC300 Science,4,"Had him for genetics/micro. BEST professor, absolutely love him! Very helpful, go to him for help during office hours. Any bio class is challenging, but put in the work and you can do well. Make sure you look at old tests. For micro, outline why wrong answers are wrong (test qs are usually re-worded, be careful tho!). Genetics-go to study sessions!",UmF0aW5nLTEzMjQ0OTE1
University of Delaware - David Smith BISC403,BISC403 Science,4,best prof at delaware. hes tough but all 400 bio classes are. study old tests. go to him for help. attend review sessions. study the book. hardest bio class ive taken but id take this prof again any day. ive taken 3 classes with him cuz hes the best.,UmF0aW5nLTEyODQwODY4
Manchester University - Steve Naragon PHIL201,PHIL201 Philosophy,5,Steve is the best professor ever! He has a great sense of humor and his lectures are very inspiring and interesting. He will make you think and question so many things that you take for granted. He is extremely helpful and has a great personality.,UmF0aW5nLTE0Nzg1NTcw
Manchester University - Steve Naragon ENVIROPHIL,ENVIROPHIL Philosophy,5,No Comments,UmF0aW5nLTEwNzMzNTE2
Manchester University - Steve Naragon PHIL102,PHIL102 Philosophy,5,"I had this class at 8 am, and I still enjoyed it.",UmF0aW5nLTE0Njk4NjE1
Manchester University - Steve Naragon PHIL318A,PHIL318A Philosophy,3,"Professor Naragon is a great instructor. He is incredibly intellegent and great to work with. The work in his class is really demanding, but if you're into it it's fun!",UmF0aW5nLTE2ODc5ODcy
Manchester University - Steve Naragon PHIL101,PHIL101 Philosophy,5,NARAGON IS A WONDERFUL PROFESSOR! He truly cares about the subject and makes sure his lectures are thought-out and interesting. LOVE HIM!,UmF0aW5nLTI2ODMzMjQ1
Manchester University - Steve Naragon PHIL311,PHIL311 Philosophy,5,Steve is awesome!  He's a lot of fun and very good at what he does:)  I wish I could have minored in philosophy so I could take more classes with him!,UmF0aW5nLTgwMDg3Mw==
Manchester University - Steve Naragon ENVS401,ENVS401 Philosophy,5,"Environmental phil. with Naragon was a fun class with lots of debating put into play, if you like that sort of thing. He does not care what your views are but only gives the best info he thinks will help you understand the concepts better. Great Prof.",UmF0aW5nLTMwMTE3NDgw
Manchester University - Steve Naragon PHILOSOPHY,PHILOSOPHY Philosophy,5,No Comments,UmF0aW5nLTEwNTI0MDgw
Manchester University - Steve Naragon PHIL311,PHIL311 Philosophy,5,Steve is the coolest philosophy prof :)  Tutorials with him are a blast...never a dull moment!,UmF0aW5nLTgwMDg2Mw==
Manchester University - Steve Naragon PHIL101,PHIL101 Philosophy,5,No Comments,UmF0aW5nLTE2OTg5ODA=
Manchester University - Steve Naragon PHIL110,PHIL110 Philosophy,5,"Dr. Naragon uses humor and passion to teach philosophy, a subject that many students find incomprehensible.  I works hard to help his students understand the material.  The readings are fascinating and the subject matter can be life changing.  His class is fairly tough though.  You just have to get into the material to get an A.",UmF0aW5nLTE4NjMzMDYx
Manchester University - Steve Naragon PHIL201,PHIL201 Philosophy,3,"Tests are hard! Lots of reading, discussion posts due every class period. He will call you out. Easy 5 question quiz every class period based on the reading. Get pictures of quizzes from a former student, they are the same.",UmF0aW5nLTMzMDQ4NDkz
Manchester University - Steve Naragon PHIL201,PHIL201 Philosophy,4,"Steve knows the material inside-out, and cares whether we get it or not.  It's a hard class, but it can change your life.",UmF0aW5nLTE1MTQ5ODc5
Allied American University - Iris Chao ENG300,ENG300 English,5,"Grammar class - Not too hard, no essays required for this class - Check your understanding quizzes and HW assignments.",UmF0aW5nLTE3Mzc3MDY2
Lees-McRae College - Nina Fisschesser BIO155,BIO155 Biology,1,"Hard to reach via email, and otherwise. Does not communicate well and is very oblivious",UmF0aW5nLTI4OTgzNzQz
Lees-McRae College - Nina Fisschesser BIO281,BIO281 Biology,3,"Nina is not the best teacher, she tends to not respond to emails,and the criteria for her into to rehab is harsh. She requires students to work at the wildlife center for 3-4 shifts a week, and requires 3 weekend shifts. She is not very accommodating for those who have paying jobs on the weekends. However, she is very passionate about what she does",UmF0aW5nLTMyOTE1Njk1
Southern Illinois University - Edwardsville - Riley Maynard MC,MC Communication,2,"A very bitter man. You'll never be inspired by him. Otherwise, an easy A if you turn in your stuff on time.",UmF0aW5nLTM3MTk0NTA=
Southern Illinois University - Edwardsville - Riley Maynard MASS310,MASS310 Communication,5,Great teacher if you were willing to work,UmF0aW5nLTEwMzMyNjc=
Southern Illinois University - Edwardsville - Riley Maynard MC201,MC201 Communication,2,"He made me cry the whole way home after my first day of his class. Basically he told us that in the comm. field we will be poor, and on top of that, losers! He also was more interested in talking about what he has done in life, than teaching us any material from the book. I didn't learn anything, except to never take his class again!",UmF0aW5nLTEwMTkwMTIw
Southern Illinois University - Edwardsville - Riley Maynard MC331,MC331 Communication,5,"Best teacher ever! He really tells it like it is! He may seem stern or mean, but he really prepares you for the industry. Have to take at least one class with him!",UmF0aW5nLTE5NDE2Njcz
Southern Illinois University - Edwardsville - Riley Maynard MC204,MC204 Communication,2,"Avoid. Feels compelled to constantly insult every student in class for their work, even though he never actually shows how to properly do the assignments. Operates under the guise of &quot;preparing students for the world&quot;...only as an excuse to belittle their work. Riley needs to learn what the word Intro...means in Intro to TV & Audio course",UmF0aW5nLTE3NjUzNzYx
Southern Illinois University - Edwardsville - Riley Maynard VIDEO101,VIDEO101 Communication,5,"Took his class years ago as non-traditional student. I was 29, returning from workforce & extremely focused. Maynard knows his stuff & conveys it well. However, he curses like a sailor & talks to everyone like they were morons. It's offensive & pointless. If not for his bitterness, I'd give him an A, but gave him C, instead.",UmF0aW5nLTE0MTg4MzEw
Southern Illinois University - Edwardsville - Riley Maynard TELEVISION,TELEVISION Communication,3,No Comments,UmF0aW5nLTI4NjgyMzQ=
Southern Illinois University - Edwardsville - Riley Maynard MASSCTVRN,MASSCTVRN Communication,5,a stud!,UmF0aW5nLTE2MjU1MDE4
Southern Illinois University - Edwardsville - Riley Maynard MC402,MC402 Communication,5,Riley was awesome.  Told you exactly what to expect like no other undergrad teacher I have ever had.,UmF0aW5nLTE5NjM0MDAz
Southern Illinois University - Edwardsville - Riley Maynard MC402,MC402 Communication,2,not too bad.  doesnt use the book except for take home tests. just turn ur stuff in on time and u'll get an A. def tells it like it is.,UmF0aW5nLTE0ODI4NTEw
Southern Illinois University - Edwardsville - Riley Maynard COMMTVR,COMMTVR Communication,5,the best,UmF0aW5nLTE2MjU1MDI2
Southern Illinois University - Edwardsville - Riley Maynard MC402,MC402 Communication,1,ugh...half the class got 30somethingpercents on their midterm take home test because he was UNCLEAR now the best we can get are c's...,UmF0aW5nLTI2MDUxMTU=
Southern Illinois University - Edwardsville - Riley Maynard MC,MC Communication,5,No Comments,UmF0aW5nLTEwODEzMzgz
Southern Illinois University - Edwardsville - Riley Maynard MC334,MC334 Communication,2,"This is a guy where you will either love him or hate him. I did not like him what so ever.  Yes he can crack a joke, yes he knows what he is talking about when it comes to advertising. But he is a jerk. Telling students that their work is sh** and that we don't know anything.  If would help if he actually taught something once in a while.Avoid him!",UmF0aW5nLTE1MzQyMTU0
Southern Illinois University - Edwardsville - Riley Maynard MASSCOMM,MASSCOMM Communication,5,"Riley is one of the best teachers ever...definitely take his classes, you'll learn alot.",UmF0aW5nLTEwMjc5NDQ2
Southern Illinois University - Edwardsville - Riley Maynard MC202,MC202 Communication,4,Awesome teacher,UmF0aW5nLTEwMTYzMzg=
Southern Illinois University - Edwardsville - Riley Maynard MC402,MC402 Communication,2,Media Management. This class seems useless to me. We don't do anything with the book at all besides take home tests with it. Every day we listen to him tell us how miserable our lives are going to be. I'm not learning anything. The guest lectures are the only thing that save this class. He's also very unclear on assignments and the syllabus is vagu,UmF0aW5nLTEzNTM1MjQ1
Southern Illinois University - Edwardsville - Riley Maynard MC402MC333,MC402MC333 Communication,5,I heard the bad stories as well however i enjoyed having him as a teacher...he taught me well and i loved it. I thank him for helping me through the department.,UmF0aW5nLTEwNTg4OTE5
Southern Illinois University - Edwardsville - Riley Maynard VIDEOPROD,VIDEOPROD Communication,3,No Comments,UmF0aW5nLTIzNzA0NTY=
Southern Illinois University - Edwardsville - Riley Maynard VIDEOPROD,VIDEOPROD Communication,4,"Riley is honest. That's why he uses the &quot;F&quot; word more than I do. As a teacher, he's one of the best I ever had.",UmF0aW5nLTMyODMxMzI=
Manchester University - James Adams PHOTOGRAPHY,PHOTOGRAPHY Music,2,"He's extremely intelligent, but he's aware of that.  I enjoyed the class, but I was challenged and sometimes annoyed.",UmF0aW5nLTEwODEyMzM3
Manchester University - James Adams PHOTO,PHOTO Music,5,"A Professor that was refine, intelligent and a tribute to the modern day Renaissance man.",UmF0aW5nLTEwNTAyNzIx
Manchester University - James Adams ART213,ART213 Music,3,"A really, really old professor, with over 53 years teaching at Manchester College - but still teaching. A good but serious teacher, great for a more classical approach to art.",UmF0aW5nLTE2ODc5ODQ2
Manchester University - James Adams ETA,ETA Music,3,No Comments,UmF0aW5nLTEwNzMzNTEw
Manchester University - James Adams PHOTO,PHOTO Music,3,No Comments,UmF0aW5nLTIxOTM5MTU=
Manchester University - James Adams EXPARTS,EXPARTS Music,1,He is terrible,UmF0aW5nLTI3MDU0OTI=
Manchester University - James Adams ART101,ART101 Music,5,A wealth of knowledge if you just take the time to take interest in what he says. You can learn ALOT from this guy. One of a dying breed of true mentor-type professors.,UmF0aW5nLTEyMjY1Mzcy
Manchester University - James Adams ARTINLIFE,ARTINLIFE Music,1,"Very full of himself.  Taught Non-Art Major, like we were all called to be artist.  Biggest waste of air on the campus",UmF0aW5nLTExNjU2MTQ1
University of Wisconsin - Fond du Lac - Judy Barisonzi LEC101,LEC101 English,1,"Impossible to get an A in her classes, even when it's not an English class she is grading as if it were.",UmF0aW5nLTIzNzE4MTI=
University of Wisconsin - Fond du Lac - Judy Barisonzi ENG110,ENG110 English,2,"Really tough, and I've taken much higher level ENG courses...",UmF0aW5nLTE3MTA5NzM4
University of Wisconsin - Fond du Lac - Judy Barisonzi ENG102,ENG102 English,2,No Comments,UmF0aW5nLTEzMjY1ODk=
University of Wisconsin - Fond du Lac - Judy Barisonzi ENG,ENG English,2,"Ok courses, but rather strict and monotone. While she gives a good background in lectures, she grades without any mercy!",UmF0aW5nLTIwNjM4NDg=
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,1,"Bellamy is one of the worst professors I've ever had.  He really doesnt care if you understand the material or if you pass the class.  He tells you to ask questions but then makes you feel stupid for asking that question.  Seriously, dont take him unless you want to fail",UmF0aW5nLTIyMjM5ODgz
University of Delaware - David Bellamy MATH243,MATH243 Mathematics,1,"he's not exactly a good professor. If you have to take him, don't sweat it but I wouldn't choose to have him. Nobody really knows what he's talking about, but he usually gives an overall feeling of what the exams look like. Grade is based on the lower of your test grade and hw grade, so it's important that you do your hw. Not impossible to get A/B",UmF0aW5nLTIwOTc2NjEy
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,4,"I think Bellamy is great. You don't have a textbook in this class. I love the way he grades his students. Basically if you work hard enough you will get an A in the class, and it doesn't matter how you do on exams. He's a nice guy, terrible with names. Still doesn't know mine. Taking him again next semester.",UmF0aW5nLTIzMzA0OTg5
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,2,"He uses a point-based grading system for all of his classes, so if you put the work in early, you don't have to take the final or show up for the last few weeks of class. Get up to the board to do some proofs as soon as possible.",UmF0aW5nLTI0ODA0MzQx
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"I'm taking this class now, and it's most likely the most difficult class I have ever taken. Don't expect to learn too much from the lectures as the notation can be quite confusing. If you don't understand one little detail, it's unlikely you'll be able to fully comprehend the proof or theorem he's writing on the board. READ the text and do the HW.",UmF0aW5nLTIyOTIyOTc4
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"At first, Bellamy seems awful. Discrete is a pretty tough subject and he is unorganized as can be. He writes out long boring proofs that you can pretty much space out and ignore a lot of the time. However, even though his grading scales seem super weird, if you put in a decent amount of effort in it is actually fairly easy to get an A. ",UmF0aW5nLTI1MzA3MDAx
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,5,A great professor.  A litter home+not required participation. It's easy to gain A. I got 100+ in all three exams.,UmF0aW5nLTIwOTM3Nzc4
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,3,"I took him when i had no other options. He's the easiest of the professors, just the class material is somewhat confusing. His grading system is weird but makes it easy. His Exams are easier than homeworks by far, and you can study with friends for the homework. Would recommend him.",UmF0aW5nLTI0NjQ5NDQ2
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,3,"Professor Bellamy is not as bad as he seems the first week of class. He doesn't have a Sakai or Canvas page so you must keep track of your grades yourself, but he is a great professor. Homework is hard, but you do not have to complete all of them to get an A. Exams are the easiest part of the class, which is a nice change of pace for a math class.",UmF0aW5nLTI1OTE3MDAy
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,3,This class is really dumb and easy. The grading system seems hard but he is very generous with points. Half the class didn't take the final because he said it couldn't hurt your grade and we already had A's.,UmF0aW5nLTI1ODk2NzQz
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,3,He isn't always the most clear and doesn't necessarily get up to teach this course. He makes you learn proofs by presenting them. Its pretty easy to rack up points and he has a unique grading scale that pretty much gaurentees you to pass if you come to class,UmF0aW5nLTIxNDA2MzA4
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"The class is not tough like people talked about, but this professor is not good one to take. In the class, he just follow his thoughts to talk in spite of whether students can follow or not. handwriting is confusing.",UmF0aW5nLTI0Njc5Nzg4
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,2,"His lectures are so frustrating: he just stands at the board and rambles on without actually checking if you understand it or not.  He gives a normal amount of homework which are pretty hard, but the test questions are always easier than the homework.  You have to put in a lot of individual effort in order to do well.",UmF0aW5nLTI1Mjk2MzM5
University of Delaware - David Bellamy MATH210,MATH210 Mathematics,1,"You should avoid Bellamy..Not a good professor at all. Tests are very hard, and he doesn't care about his students' grades at all. AVOID",UmF0aW5nLTIxMDY4NzU4
University of Delaware - David Bellamy FRE2241,FRE2241 Mathematics,4,He is very unorganized but he focuses on the grammar and making sure you understand how to use each word and conjugation properly. You do get graded on your attendance but if you still turn in your work and show an understanding of the material he will cut you some slack. He gives you until the end of the semester to make up any written or online.,UmF0aW5nLTMwNzg5NzAz
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,5,The teacher is nice. Grading system is great. It is easy to get a good grade if you work hard. Calculus teacher can not teach you every single algebra. This teacher can give students a good start. You need to work on them after class. He does not care about the antecedence and texting during class. Just a little homework will be provided.,UmF0aW5nLTIwOTQ1MjE0
University of Delaware - David Bellamy MATH245,MATH245 Mathematics,3,"150 points is an A and you get points for asking questions, going to class, and doing proofs. If you put the work in you'll get an A.",UmF0aW5nLTI0ODUzMDYz
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,4,He is a very good professor. I can get a pretty good grade on his exam. He just give a little homework a week and no on-line homework.,UmF0aW5nLTIwOTM3NjU2
University of Delaware - David Bellamy MATH241,MATH241 Mathematics,4,"Easy class if you've already taken calculus. If you haven't, you're going to have to study a lot. He teaches through sample problems, then assigns very similar ones for homework. Tests are pretty easy, he gives 5 questions on each test where each problem is worth 25 points but the test is graded out of 100 points. Overall, easy class.",UmF0aW5nLTIwOTU3NjM3
University of Delaware - David Bellamy MATH230,MATH230 Mathematics,1,"Professor Bellamy is not a good professor at all. His grading system consists of a homework grade and a test grade, and whichever is lower is your average. 2 of the tests are kind of easy, but one is very hard and it will ruin your average. He is also not good at explaining anything.",UmF0aW5nLTI2NjEzMzc2
